,count,wins,winsPerRace,meanOdds,oddsTotal
Julia Andersson,111,19,0.17117117117117117,28.43243243243243,3156
Jukka Kauppinen,111,23,0.2072072072072072,19.44144144144144,2158
Jimmi Ehlers,110,9,0.08181818181818182,28.536363636363635,3139
Tommy Eriksson,110,3,0.02727272727272727,28.254545454545454,3108
Alicia J Larsson,110,3,0.02727272727272727,37.88181818181818,4167
Harri Sulku,110,6,0.05454545454545454,58.336363636363636,6417
Robert Kärrman,110,4,0.03636363636363636,46.027272727272724,5063
Inge N Karlsson,109,3,0.027522935779816515,59.28440366972477,6462
Jörgen Lorentzen,109,1,0.009174311926605505,57.58715596330275,6277
Mattias Hansson,108,6,0.05555555555555555,42.31481481481482,4570
Felicia Molin,108,6,0.05555555555555555,38.53703703703704,4162
Patrick Wickman,108,9,0.08333333333333333,30.13888888888889,3255
Toni Ripatti,107,3,0.028037383177570093,46.52336448598131,4978
Markus Pulkkinen,107,4,0.037383177570093455,36.88785046728972,3947
Olli-Pekka Holopainen,107,5,0.04672897196261682,31.364485981308412,3356
Terese T Rosén,106,1,0.009433962264150943,47.009433962264154,4983
Joakim Elfving,106,15,0.14150943396226415,19.566037735849058,2074
Pasi Vaittinen,106,6,0.05660377358490566,24.867924528301888,2636
Kenneth Danielsen,106,4,0.03773584905660377,49.68867924528302,5267
Tamara Skutnabb,105,5,0.047619047619047616,39.95238095238095,4195
Per-Olof Svantesson,105,3,0.02857142857142857,63.61904761904762,6680
Karoliina Sinkkilä,105,21,0.2,7.495238095238095,787
Peter Grundmann,104,8,0.07692307692307693,21.865384615384617,2274
Greger Fajersson,104,3,0.028846153846153848,52.13461538461539,5422
Toivo Niemi,104,2,0.019230769230769232,42.94230769230769,4466
Ari Hautala,103,2,0.019417475728155338,44.54368932038835,4588
Catrin Fajersson,103,6,0.05825242718446602,34.09708737864078,3512
Ahti Antti-Roiko,102,33,0.3235294117647059,13.656862745098039,1393
Jenny Brunzell,102,9,0.08823529411764706,19.127450980392158,1951
Kimmo Sundström,102,2,0.0196078431372549,73.91176470588235,7539
Petri Korpela,102,5,0.049019607843137254,32.22549019607843,3287
Michael Larsson,101,12,0.1188118811881188,22.297029702970296,2252
Riku M Lindgren,101,7,0.06930693069306931,35.95049504950495,3631
Kristina Larsson,101,4,0.039603960396039604,49.75247524752475,5025
Markku Kuusela,101,5,0.04950495049504951,26.386138613861387,2665
Mikko Ojanperä,101,2,0.019801980198019802,37.7029702970297,3808
Hanna Ranta,101,5,0.04950495049504951,31.138613861386137,3145
Jarmo Savolainen,101,4,0.039603960396039604,49.504950495049506,5000
Oskar Svanberg,100,6,0.06,24.95,2495
Juho Ihamuotila,100,10,0.1,20.3,2030
Jussi Hautanen,100,3,0.03,54.87,5487
Jeroen van Craen,100,7,0.07,38.69,3869
Jouni Riikonen,100,5,0.05,37.69,3769
Jonas Johansson,99,4,0.04040404040404041,35.121212121212125,3477
Per Berg Thomsen,99,5,0.050505050505050504,41.82828282828283,4141
Erica Guldhag,99,12,0.12121212121212122,33.76767676767677,3343
Viktor Flink Ideborn,99,3,0.030303030303030304,41.22222222222222,4081
Kimi Pesonen,99,5,0.050505050505050504,50.494949494949495,4999
Matti Juutila,98,3,0.030612244897959183,36.12244897959184,3540
Juha Jalonen,98,5,0.05102040816326531,35.755102040816325,3504
Dante Kolgjini,98,15,0.15306122448979592,14.326530612244898,1404
Tapani Jauhola,98,7,0.07142857142857142,41.173469387755105,4035
Michelle Larsson,98,5,0.05102040816326531,62.59183673469388,6134
Maija Fors,98,6,0.061224489795918366,22.836734693877553,2238
Maxime Marais,98,4,0.04081632653061224,43.3469387755102,4248
Rikard S Jansson,98,3,0.030612244897959183,34.285714285714285,3360
William Ekberg,97,8,0.08247422680412371,46.670103092783506,4527
Heidi Kuossari,97,10,0.10309278350515463,22.608247422680414,2193
Lars Nylander,97,4,0.041237113402061855,30.371134020618555,2946
Linda Forsberg,97,7,0.07216494845360824,37.45360824742268,3633
Bernardo Grasso,97,15,0.15463917525773196,16.103092783505154,1562
Anna Sulin,96,8,0.08333333333333333,25.958333333333332,2492
Ari-Jukka Lehtimäki,96,3,0.03125,55.385416666666664,5317
Jenni Kaija,96,28,0.2916666666666667,7.552083333333333,725
Conny Gustafsson,96,4,0.041666666666666664,52.59375,5049
Juha-Pekka Vilkman,95,5,0.05263157894736842,43.73684210526316,4155
Ville Koivisto,95,3,0.031578947368421054,49.189473684210526,4673
Magnus Kårvall,95,2,0.021052631578947368,51.97894736842105,4938
Emelie Knutsson,95,7,0.07368421052631578,24.46315789473684,2324
Ulf Arne Johansson,95,2,0.021052631578947368,53.66315789473684,5098
Mikael Halvarsson,95,7,0.07368421052631578,34.242105263157896,3253
Svante Ericsson,95,7,0.07368421052631578,20.936842105263157,1989
Jami Mikkonen,95,2,0.021052631578947368,32.50526315789474,3088
William Eriksson,94,6,0.06382978723404255,29.52127659574468,2775
Nicole Melberg,94,3,0.031914893617021274,48.53191489361702,4562
Martti Pellikka,94,22,0.23404255319148937,14.787234042553191,1390
Robert Andersson,94,8,0.0851063829787234,37.5531914893617,3530
Janita Luttunen,94,3,0.031914893617021274,28.404255319148938,2670
Mikko Valtonen,93,5,0.053763440860215055,45.946236559139784,4273
Ulf Pettersson,93,2,0.021505376344086023,34.494623655913976,3208
Lukas L Svedlund,93,17,0.1827956989247312,29.956989247311828,2786
Johan Sedström,92,4,0.043478260869565216,41.76086956521739,3842
Jere Hurme,92,5,0.05434782608695652,41.46739130434783,3815
Hannu Lindström,92,3,0.03260869565217391,48.41304347826087,4454
Jomar Blekkan,92,11,0.11956521739130435,18.967391304347824,1745
Dick S Jansson,91,2,0.02197802197802198,36.27472527472528,3301
Dan-Åke Olsson,91,9,0.0989010989010989,27.76923076923077,2527
Mikael Pitkänen,90,9,0.1,23.066666666666666,2076
Jonas Moberg,90,14,0.15555555555555556,18.92222222222222,1703
Malin Kullberg,89,9,0.10112359550561797,19.808988764044944,1763
Sofie Ericsson,89,2,0.02247191011235955,36.42696629213483,3242
Mads H Nielsen,89,9,0.10112359550561797,24.59550561797753,2189
Olof Thorson,89,10,0.11235955056179775,27.04494382022472,2407
Jussi Miettinen,89,11,0.12359550561797752,13.370786516853933,1190
Rune Petersson,89,3,0.033707865168539325,64.04494382022472,5700
Timo Keto,89,2,0.02247191011235955,41.42696629213483,3687
David Nylander,89,0,0.0,83.71910112359551,7451
Tapio Kalaja,88,8,0.09090909090909091,22.511363636363637,1981
Benny Christensen,88,3,0.03409090909090909,52.64772727272727,4633
Jorma Tiilikainen,88,3,0.03409090909090909,52.30681818181818,4603
Hanna Lähdekorpi,88,22,0.25,10.670454545454545,939
Annalena Lindkvist,88,3,0.03409090909090909,49.53409090909091,4359
Elias Carlsson,88,1,0.011363636363636364,45.89772727272727,4039
Taru Ahola,88,6,0.06818181818181818,30.681818181818183,2700
Joel Uhrberg,87,3,0.034482758620689655,31.2183908045977,2716
Jarkko Ristimäki,87,5,0.05747126436781609,50.14942528735632,4363
Isabelle Orsimo,87,6,0.06896551724137931,25.885057471264368,2252
Karl Stolt,87,2,0.022988505747126436,46.04597701149425,4006
Andreas Lövdal,85,9,0.10588235294117647,32.1764705882353,2735
Ludwig Wickman,85,6,0.07058823529411765,41.62352941176471,3538
Sebastian Hedblom,85,10,0.11764705882352941,45.44705882352941,3863
Jani Huusko,85,8,0.09411764705882353,35.22352941176471,2994
Johan Franzén,85,6,0.07058823529411765,30.11764705882353,2560
Peter H Sjöberg,85,10,0.11764705882352941,31.576470588235296,2684
Madelen Berås,85,7,0.08235294117647059,25.4,2159
Anna-Karin Rundqvist,84,5,0.05952380952380952,35.29761904761905,2965
Jani Suonperä,84,23,0.27380952380952384,30.86904761904762,2593
Liisa Nummi,84,12,0.14285714285714285,22.976190476190474,1930
Mats Svanhall,84,3,0.03571428571428571,60.5,5082
Kjell Gustafsson,84,0,0.0,77.01190476190476,6469
Stefan Granlund,84,2,0.023809523809523808,65.79761904761905,5527
Markku Iivari,83,2,0.024096385542168676,39.51807228915663,3280
Glenn H Persson,83,10,0.12048192771084337,18.734939759036145,1555
Rikard Lindh,82,4,0.04878048780487805,46.048780487804876,3776
Lee Nimåker,82,2,0.024390243902439025,64.08536585365853,5255
Linus Svensson,82,5,0.06097560975609756,28.390243902439025,2328
Niki Finnström,82,12,0.14634146341463414,17.841463414634145,1463
Toni Ylitalo,81,4,0.04938271604938271,47.27160493827161,3829
Giuseppe Lubrano,81,7,0.08641975308641975,27.962962962962962,2265
Cay Mäkinen,81,2,0.024691358024691357,36.5679012345679,2962
Ilkka Korpi,81,6,0.07407407407407407,33.123456790123456,2683
Thorsten Tietz,81,18,0.2222222222222222,10.654320987654321,863
Susanna Smedeby,81,4,0.04938271604938271,35.45679012345679,2872
Sebastian M Nilsson,81,9,0.1111111111111111,24.80246913580247,2009
Joakim Granlund,80,2,0.025,44.5375,3563
Per Anders Thuresson,80,3,0.0375,60.9625,4877
Mika Taittonen,80,9,0.1125,44.3875,3551
Linda Allercrantz,80,4,0.05,33.8125,2705
Martta Smura,80,6,0.075,25.0125,2001
Patrik Franzén,80,2,0.025,63.575,5086
Janne Korpi,80,8,0.1,24.8625,1989
John Byström,80,2,0.025,45.5625,3645
Katrin K Frick,79,3,0.0379746835443038,36.734177215189874,2902
Fredrik Claesson,79,8,0.10126582278481013,23.82278481012658,1882
Nils Westerberg,79,8,0.10126582278481013,29.253164556962027,2311
Petter Engblom,79,10,0.12658227848101267,38.607594936708864,3050
Anders Elehn,79,1,0.012658227848101266,56.936708860759495,4498
Timo Mäkäräinen,79,4,0.05063291139240506,29.367088607594937,2320
Mikko S Laitinen,79,3,0.0379746835443038,63.392405063291136,5008
Fredrik Linder,78,5,0.0641025641025641,23.807692307692307,1857
Juha Sillanpää,78,3,0.038461538461538464,46.05128205128205,3592
Susanne Klemola,78,10,0.1282051282051282,13.91025641025641,1085
Pekka Vilpponen,78,2,0.02564102564102564,48.717948717948715,3800
Jani Ripatti,78,2,0.02564102564102564,37.82051282051282,2950
Olavi Nisonen,78,6,0.07692307692307693,18.641025641025642,1454
Torbjörn Simberg,77,6,0.07792207792207792,38.72727272727273,2982
Heikki Laakkonen,77,14,0.18181818181818182,16.181818181818183,1246
Reijo Irri,77,6,0.07792207792207792,37.27272727272727,2870
Tuomo Ojanperä,77,3,0.03896103896103896,38.33766233766234,2952
Pasi Aikio,77,15,0.19480519480519481,16.116883116883116,1241
Patrik Fernlund,77,12,0.15584415584415584,18.25974025974026,1406
Jukka Heiskala,77,0,0.0,78.06493506493507,6011
Maria Törnqvist,76,6,0.07894736842105263,28.43421052631579,2161
Jenny Malmqvist,76,3,0.039473684210526314,25.38157894736842,1929
Nathalie Bergström,75,3,0.04,35.306666666666665,2648
Nils Elfving,75,1,0.013333333333333334,55.733333333333334,4180
Roger L Berglund,75,5,0.06666666666666667,38.38666666666666,2879
Christel Berntsson,75,3,0.04,35.08,2631
Erlend Rennesvik,75,15,0.2,16.466666666666665,1235
Ebba Bohman,75,1,0.013333333333333334,34.53333333333333,2590
Janne Lukkari,75,6,0.08,29.453333333333333,2209
Ville Grönstrand,75,5,0.06666666666666667,46.986666666666665,3524
Tomas B Nilsson,75,6,0.08,27.92,2094
Jan-Åke Hoas,74,6,0.08108108108108109,32.351351351351354,2394
Maarit Takalo,74,1,0.013513513513513514,52.972972972972975,3920
Mika Rintala,74,1,0.013513513513513514,41.33783783783784,3059
Timo Salmela,74,14,0.1891891891891892,13.864864864864865,1026
Daniel Redén,74,13,0.17567567567567569,9.797297297297296,725
Bengt A Nilsson,74,2,0.02702702702702703,54.148648648648646,4007
Yngve Wallgren,74,4,0.05405405405405406,48.689189189189186,3603
Öyvind Wagnild,74,7,0.0945945945945946,50.16216216216216,3712
Claes Stolt,74,8,0.10810810810810811,78.41891891891892,5803
Jill Ivarsson,74,2,0.02702702702702703,42.28378378378378,3129
Michaela B Fransson,74,1,0.013513513513513514,56.148648648648646,4155
Janaxel Näsman,73,5,0.0684931506849315,33.63013698630137,2455
Björn Beckman,73,3,0.0410958904109589,36.04109589041096,2631
Åsa Svensson,73,4,0.0547945205479452,28.575342465753426,2086
Isac Lindberg,73,8,0.1095890410958904,38.06849315068493,2779
Gunnar Melander,73,18,0.2465753424657534,8.63013698630137,630
Mathias Alm,73,11,0.1506849315068493,17.068493150684933,1246
Linus Lönn,73,5,0.0684931506849315,41.67123287671233,3042
Torsten Blomqvist,72,4,0.05555555555555555,22.069444444444443,1589
Maria Lundgren,72,4,0.05555555555555555,43.31944444444444,3119
Peter Arnqvist,72,6,0.08333333333333333,11.583333333333334,834
Jonna Andersson,72,2,0.027777777777777776,67.23611111111111,4841
Jennifer Tillman,72,7,0.09722222222222222,25.61111111111111,1844
Daniel Karlsson,72,6,0.08333333333333333,43.486111111111114,3131
Martti Karjalainen,72,5,0.06944444444444445,26.875,1935
Hannu Tonteri,72,0,0.0,68.61111111111111,4940
Stig Jarle Röste,71,3,0.04225352112676056,39.183098591549296,2782
Magdalena Ulriks.-Siminski,71,7,0.09859154929577464,29.56338028169014,2099
Julien Fontaine,71,4,0.056338028169014086,38.74647887323944,2751
Edvin Ceka,71,5,0.07042253521126761,19.408450704225352,1378
Mikael H Björklund,71,2,0.028169014084507043,33.0,2343
Pia Jakobsson,71,6,0.08450704225352113,30.04225352112676,2133
Jean-Claude Pace,71,8,0.11267605633802817,23.985915492957748,1703
Amanda Hedlund,71,5,0.07042253521126761,47.36619718309859,3363
Joakim Reiser,71,5,0.07042253521126761,37.7887323943662,2683
Kimmo Kalliola,71,2,0.028169014084507043,58.74647887323944,4171
Conny Lindblad,70,0,0.0,75.27142857142857,5269
Karin Eriksson,70,2,0.02857142857142857,60.285714285714285,4220
Vesa Vehviläinen,70,4,0.05714285714285714,36.714285714285715,2570
Gustav Johansson,70,6,0.08571428571428572,29.228571428571428,2046
Ilkka Hoffren,70,1,0.014285714285714285,55.142857142857146,3860
Joakim Wallin,70,10,0.14285714285714285,18.6,1302
Axel Jacobsen,69,3,0.043478260869565216,24.043478260869566,1659
Pekka Honkanen,69,1,0.014492753623188406,50.768115942028984,3503
Olle Wäjersten,69,1,0.014492753623188406,34.04347826086956,2349
Cecilia Karlsson,69,6,0.08695652173913043,27.55072463768116,1901
Håkan Jonsson,69,2,0.028985507246376812,57.14492753623188,3943
Ulf Backhouse,69,3,0.043478260869565216,47.94202898550725,3308
Jonna Hottinen,69,8,0.11594202898550725,16.420289855072465,1133
Björn Röcklinger,69,5,0.07246376811594203,24.463768115942027,1688
Tjelvar Andersson,69,1,0.014492753623188406,44.52173913043478,3072
Nelly-Janiika Korpikoski,68,9,0.1323529411764706,14.132352941176471,961
Marie Hafstad Eriksson,68,1,0.014705882352941176,92.41176470588235,6284
Göran Wester,68,6,0.08823529411764706,22.38235294117647,1522
Ari-Pekka Tuisku,68,4,0.058823529411764705,28.264705882352942,1922
Ida Eriksson,68,6,0.08823529411764706,31.91176470588235,2170
John Ö Jensen,68,3,0.04411764705882353,36.13235294117647,2457
Timo Ylitalo,68,2,0.029411764705882353,43.455882352941174,2955
Tapio Hoikka,68,6,0.08823529411764706,27.676470588235293,1882
Björn Steinseth,68,9,0.1323529411764706,13.132352941176471,893
Thomas Linder,68,6,0.08823529411764706,30.044117647058822,2043
Saara Eerola,67,7,0.1044776119402985,16.850746268656717,1129
Saara Sihvonen,67,7,0.1044776119402985,27.671641791044777,1854
Iina Aho,67,15,0.22388059701492538,13.373134328358208,896
Juhani Heikkinen,67,7,0.1044776119402985,33.0,2211
Christina A. Hande,67,11,0.16417910447761194,20.776119402985074,1392
Fredrik Söderberg,67,1,0.014925373134328358,40.6865671641791,2726
Lars-Erik Karlsson,67,5,0.07462686567164178,25.074626865671643,1680
Eirik Höitomt,66,8,0.12121212121212122,18.939393939393938,1250
Emil Engvall,66,2,0.030303030303030304,38.56060606060606,2545
Esko Majala,66,4,0.06060606060606061,38.43939393939394,2537
Evelina Jonsson,66,2,0.030303030303030304,40.93939393939394,2702
Petri Ahvenjärvi,66,0,0.0,54.696969696969695,3610
Eini Nevalainen,65,3,0.046153846153846156,34.07692307692308,2215
Frida Bodén,65,2,0.03076923076923077,57.58461538461538,3743
Thomas S Johansson,65,1,0.015384615384615385,73.61538461538461,4785
Ilpo Holopainen,65,4,0.06153846153846154,32.86153846153846,2136
Johan Carlfjord,65,8,0.12307692307692308,21.53846153846154,1400
Samu Sundqvist,64,13,0.203125,19.375,1240
Emma Lindkvist,64,1,0.015625,64.0625,4100
Jenny Björk,64,5,0.078125,24.953125,1597
Max Karlsson,64,1,0.015625,48.421875,3099
Santeri Oikarainen,64,2,0.03125,38.4375,2460
Krister Jakobsson,64,2,0.03125,25.09375,1606
Rick Ebbinge,64,17,0.265625,13.671875,875
Hans Brunlöf,64,3,0.046875,49.625,3176
Sergio Rondina-Bisi,63,2,0.031746031746031744,48.25396825396825,3040
Merja Ikäheimonen,63,2,0.031746031746031744,35.55555555555556,2240
Laura Tainio,63,1,0.015873015873015872,51.38095238095238,3237
Marko Majaniemi,63,3,0.047619047619047616,51.285714285714285,3231
Roger Borg,63,2,0.031746031746031744,48.17460317460318,3035
Johanna Lind,63,5,0.07936507936507936,30.22222222222222,1904
Kevin Gondet,63,2,0.031746031746031744,51.6031746031746,3251
Jan Åke Blixt,63,3,0.047619047619047616,39.92063492063492,2515
Juha-Pekka Laurila,63,2,0.031746031746031744,57.53968253968254,3625
Linda S Hedström,63,8,0.12698412698412698,25.634920634920636,1615
Tommi Ala-Nikkola,62,6,0.0967741935483871,18.951612903225808,1175
Martti Aikio,62,5,0.08064516129032258,18.29032258064516,1134
Hans Högberg,62,2,0.03225806451612903,43.774193548387096,2714
Lucas H Vikström,62,3,0.04838709677419355,49.354838709677416,3060
Sören Lennartson,62,5,0.08064516129032258,17.14516129032258,1063
Tapio Kukkonen,62,7,0.11290322580645161,37.016129032258064,2295
Niklas Lindblad,62,5,0.08064516129032258,40.096774193548384,2486
Reijo Vainikka,61,3,0.04918032786885246,40.39344262295082,2464
Stellan Lundqvist,61,0,0.0,56.81967213114754,3466
Patrik Pettersson,61,5,0.08196721311475409,49.67213114754098,3030
Virpi Kuossari,61,4,0.06557377049180328,29.60655737704918,1806
Åsa Engblom,61,4,0.06557377049180328,60.21311475409836,3673
Fredrik Jonsson,61,5,0.08196721311475409,47.16393442622951,2877
Peter Larsson,61,3,0.04918032786885246,46.9344262295082,2863
Mikaela Almgren,61,3,0.04918032786885246,39.19672131147541,2391
Arto Laurukainen,60,1,0.016666666666666666,28.066666666666666,1684
Tino Ärling,60,4,0.06666666666666667,26.75,1605
Mikko Niemistö,60,17,0.2833333333333333,22.25,1335
Jessica Lindgren,60,3,0.05,30.516666666666666,1831
Jimmy Hallblom,60,4,0.06666666666666667,44.25,2655
Roger Hassborg,60,5,0.08333333333333333,33.06666666666667,1984
Ari Viander,60,2,0.03333333333333333,37.833333333333336,2270
Marko Redsven,60,4,0.06666666666666667,38.11666666666667,2287
Stefan Jansson,60,0,0.0,56.333333333333336,3380
Aleksi Kytölä,60,1,0.016666666666666666,34.15,2049
Juha-Pekka Hanhimäki,60,3,0.05,23.333333333333332,1400
Lennart Svensson,60,5,0.08333333333333333,41.5,2490
Olivia Uggla,59,2,0.03389830508474576,48.40677966101695,2856
Jonas Florén,59,4,0.06779661016949153,47.20338983050848,2785
Conny Midutzki,59,1,0.01694915254237288,81.27118644067797,4795
Emil Sillén,59,4,0.06779661016949153,42.42372881355932,2503
Tomi Wahlsten,59,4,0.06779661016949153,32.355932203389834,1909
Jussi Tomperi,59,3,0.05084745762711865,43.49152542372882,2566
Roni Paldan,59,2,0.03389830508474576,56.610169491525426,3340
Nathalie Edqvist,59,2,0.03389830508474576,43.101694915254235,2543
Patrik Nygren,59,3,0.05084745762711865,28.64406779661017,1690
Henna Romsi,59,2,0.03389830508474576,36.79661016949152,2171
Jouni Heimala,59,7,0.11864406779661017,14.423728813559322,851
Thomas Martinsson,59,1,0.01694915254237288,37.52542372881356,2214
André Bood,59,6,0.1016949152542373,33.644067796610166,1985
Johan Svensson,58,8,0.13793103448275862,27.224137931034484,1579
Sven-Erik Landin,58,7,0.1206896551724138,28.275862068965516,1640
Maria Riedl,58,5,0.08620689655172414,35.310344827586206,2048
Tommy Nyberg,58,1,0.017241379310344827,30.620689655172413,1776
Henry Hietala,58,0,0.0,59.94827586206897,3477
Felicia Jansson,58,1,0.017241379310344827,64.22413793103448,3725
Mikael Olsson,58,7,0.1206896551724138,29.79310344827586,1728
Per-Gunnar Karlsson,58,6,0.10344827586206896,33.224137931034484,1927
Janne Rauhala,57,4,0.07017543859649122,31.56140350877193,1799
Jesper Rydberg,57,1,0.017543859649122806,54.14035087719298,3086
Zeb Jonasson,57,3,0.05263157894736842,34.578947368421055,1971
Erika Rosén Eriksson,57,2,0.03508771929824561,45.578947368421055,2598
Matti Jesiöjärvi,57,1,0.017543859649122806,49.8421052631579,2841
Jenni Koskela,57,13,0.22807017543859648,7.491228070175438,427
Neng Wanlayaphol,57,2,0.03508771929824561,41.43859649122807,2362
Per Oleg Midtfjeld,57,5,0.08771929824561403,21.94736842105263,1251
Antti Kinnunen,57,4,0.07017543859649122,25.912280701754387,1477
Rami Kangas,57,0,0.0,49.89473684210526,2844
Gunnar Austevoll,57,4,0.07017543859649122,26.45614035087719,1508
Jörgen Berglund,57,2,0.03508771929824561,47.36842105263158,2700
Jesper von Krusenstierna,56,1,0.017857142857142856,63.660714285714285,3565
Torbjörn Granath,56,1,0.017857142857142856,59.482142857142854,3331
Petteri Kivelä,56,3,0.05357142857142857,44.05357142857143,2467
Joseph Taavela Ruocco,56,3,0.05357142857142857,46.142857142857146,2584
Veikko Leinonen,56,0,0.0,28.821428571428573,1614
Magnus Teien Gundersen,56,12,0.21428571428571427,17.660714285714285,989
Camilla Olsson,56,0,0.0,45.660714285714285,2557
Göran Lihv,56,3,0.05357142857142857,47.375,2653
Viktor Svanstedt,56,4,0.07142857142857142,30.053571428571427,1683
Mirva Janatuinen,55,6,0.10909090909090909,28.745454545454546,1581
Alf Nordemo,55,1,0.01818181818181818,54.63636363636363,3005
Mats Bucht,55,2,0.03636363636363636,27.236363636363638,1498
Martin Lundahl,55,6,0.10909090909090909,15.981818181818182,879
Lina Lekander,55,1,0.01818181818181818,49.96363636363636,2748
Barbro Carlsson,55,4,0.07272727272727272,28.581818181818182,1572
Mats Ulriksson,54,2,0.037037037037037035,35.648148148148145,1925
Teemu Kananen,54,1,0.018518518518518517,38.129629629629626,2059
Moa Jakobsson,54,1,0.018518518518518517,59.425925925925924,3209
Juha Luusuaniemi,54,0,0.0,41.94444444444444,2265
Linda Forsén,54,1,0.018518518518518517,77.51851851851852,4186
Magnus Nilsson,54,1,0.018518518518518517,25.98148148148148,1403
Thomas Lönn,54,4,0.07407407407407407,31.296296296296298,1690
Mikael Kopola,54,4,0.07407407407407407,28.703703703703702,1550
Carl-Ivar Larsson,53,5,0.09433962264150944,36.35849056603774,1927
Jimmy Dillner,53,1,0.018867924528301886,44.716981132075475,2370
Lars Marklund,53,3,0.05660377358490566,42.54716981132076,2255
Johan A Nilsson,53,6,0.11320754716981132,18.0188679245283,955
Göran Antonsen,53,7,0.1320754716981132,20.9811320754717,1112
Erik Svensson,53,3,0.05660377358490566,41.22641509433962,2185
Öystein Tjomsland,53,17,0.32075471698113206,7.226415094339623,383
Marita Gustafsson,53,0,0.0,73.64150943396227,3903
Esa Ylilammi,53,3,0.05660377358490566,45.301886792452834,2401
Thony Gottfridsson,53,2,0.03773584905660377,42.20754716981132,2237
Louise Fröberg Bäckstrand,53,1,0.018867924528301886,77.13207547169812,4088
Aki Järvelä,53,6,0.11320754716981132,32.339622641509436,1714
Eero Laitinen,52,4,0.07692307692307693,32.59615384615385,1695
Mikko Miettinen,52,4,0.07692307692307693,36.82692307692308,1915
Isabell Eriksson,52,1,0.019230769230769232,27.576923076923077,1434
Saga Laursen,52,0,0.0,53.98076923076923,2807
Arne Ramberg,52,0,0.0,45.92307692307692,2388
Alicia Jakobsson,52,5,0.09615384615384616,29.153846153846153,1516
Magnus R Johansson,52,2,0.038461538461538464,74.1923076923077,3858
Tino Lindström,52,0,0.0,57.25,2977
Emma Smedeby,51,2,0.0392156862745098,34.88235294117647,1779
Håkan Persson,51,4,0.0784313725490196,30.88235294117647,1575
Juhani Harmoinen,51,18,0.35294117647058826,10.529411764705882,537
Oscar Uhrberg,51,1,0.0196078431372549,22.54901960784314,1150
Niko Huuskola,51,0,0.0,37.549019607843135,1915
Sanna Riikonen,51,8,0.1568627450980392,31.84313725490196,1624
Cina Lassen,51,0,0.0,88.6078431372549,4519
Karl Aikio,51,3,0.058823529411764705,35.09803921568628,1790
Robin Andersson,51,2,0.0392156862745098,50.627450980392155,2582
Erik Holm,51,6,0.11764705882352941,23.294117647058822,1188
Heli Perkiö,51,1,0.0196078431372549,45.411764705882355,2316
Anette Antti-Roiko,50,2,0.04,38.68,1934
Micael Ågren,50,2,0.04,50.94,2547
Seppo Sarkola,50,2,0.04,40.48,2024
Markku Taskinen,50,1,0.02,49.9,2495
Paula Pettersson,50,6,0.12,25.28,1264
Ronja Röpelinen,50,1,0.02,41.2,2060
Jari Autio,50,5,0.1,30.34,1517
Milla Markkanen,50,3,0.06,32.76,1638
Jonna Jinesjö,50,4,0.08,33.1,1655
Tommi Sundström,50,2,0.04,38.0,1900
Ida Olsson,50,3,0.06,30.74,1537
Mats Holmstedt,50,8,0.16,29.06,1453
Lauri Turunen,49,5,0.10204081632653061,16.918367346938776,829
Ann-Charlotte Arnesson,49,1,0.02040816326530612,58.6530612244898,2874
Gunnar Kylén,49,4,0.08163265306122448,51.183673469387756,2508
Petri Myllymäki,49,2,0.04081632653061224,51.714285714285715,2534
Jari Kupiainen,49,0,0.0,60.55102040816327,2967
Tino Paldan,49,1,0.02040816326530612,37.857142857142854,1855
Heikki Rytkönen,49,1,0.02040816326530612,73.93877551020408,3623
Pauli Luoma,49,1,0.02040816326530612,47.38775510204081,2322
Tobias Eklöf,49,1,0.02040816326530612,43.326530612244895,2123
Christian Riedl,49,0,0.0,43.244897959183675,2119
Marcus Sundberg,49,3,0.061224489795918366,30.571428571428573,1498
Marko Muukki,49,1,0.02040816326530612,69.51020408163265,3406
Veijo Lipponen,48,2,0.041666666666666664,45.708333333333336,2194
Jesse Piirainen,48,1,0.020833333333333332,35.3125,1695
Bengt L Axelsson,48,3,0.0625,20.708333333333332,994
Lars Jönsson,48,1,0.020833333333333332,51.125,2454
Matti Tuomi,48,1,0.020833333333333332,94.375,4530
Robin Swedberg,48,2,0.041666666666666664,21.729166666666668,1043
Miia Myllymäki,48,1,0.020833333333333332,28.9375,1389
Kjell O Jonsson,48,0,0.0,50.854166666666664,2441
Madelene Johansson,48,4,0.08333333333333333,29.0625,1395
Jukka Mattila,47,7,0.14893617021276595,13.297872340425531,625
Bengt-Erik Olsson,47,4,0.0851063829787234,36.1063829787234,1697
Olav Mikkelborg,47,7,0.14893617021276595,18.29787234042553,860
Eveliina Sarismala,47,4,0.0851063829787234,28.02127659574468,1317
Harri Partanen,47,0,0.0,41.38297872340426,1945
Fredrik Stenmark,47,1,0.02127659574468085,41.0,1927
Markus Takaluoma,47,1,0.02127659574468085,50.319148936170215,2365
Niklas Andersson J-son,47,3,0.06382978723404255,92.68085106382979,4356
Jan Schön,47,3,0.06382978723404255,40.53191489361702,1905
Madelene Elgtberg,47,2,0.0425531914893617,44.212765957446805,2078
Håkan Skoglund,47,7,0.14893617021276595,14.617021276595745,687
Mats Jonsson,46,1,0.021739130434782608,60.23913043478261,2771
Lars Högström,46,0,0.0,43.52173913043478,2002
Staffan Nilsson,46,2,0.043478260869565216,44.97826086956522,2069
