,count,wins,winsPerRace,meanOdds,oddsTotal
Duke of York,1,0,0.07590842394754224,74.0,74
Lykke Gutten,1,0,0.07591264416535526,46.0,46
Equinox Bi* (US),1,0,0.07471130708470362,73.0,73
Köppinen,1,0,0.07465716494522337,13.0,13
Rombaldi* (FR),1,0,0.0760043609265711,37.0,37
Made Unbeatable,1,0,0.0760705174868469,3.0,3
Gator Trout,1,0,0.07607256402625165,30.0,30
Järvsöviking* (SE),1,0,0.07607658825978181,7.0,7
Fakir Lavec* (SE),1,0,0.0745135510615893,56.0,56
Pine Spirit,1,0,0.07612260689316158,28.0,28
In Love With You* (FR),1,0,0.07608442526271526,20.0,20
Cecena Ås,1,0,0.07590251642317945,30.0,30
Viggvar,1,0,0.07583298958554273,111.0,111
Frosts Officer,1,0,0.07594221859206422,10.0,10
Quopeck* (FR),1,0,0.07565356004218012,18.0,18
Double Eagle* (US),1,0,0.07531064157727582,24.0,24
Jewish Banker,1,0,0.07521865706808852,4.0,4
Storm Jo,1,1,0.07517304126452924,2.0,2
Yankee Daylight* (US),1,0,0.07517075678810799,51.0,51
Schuvar,1,0,0.07550257933448004,32.0,32
Dollari Express,1,0,0.07564099364621536,23.0,23
Repeat Love* (FR),1,0,0.0756460869312051,13.0,13
Biesolo* (FR),1,0,0.07564860023688534,40.0,40
Laetenter Diem* (FR),1,0,0.07565600648875055,14.0,14
The Firm* (IT),1,0,0.07481416356501075,37.0,37
Koitos,1,0,0.07565843059586833,34.0,34
Super Singel,1,0,0.07511143037826272,25.0,25
Jain de Beval,1,0,0.07506336122722912,28.0,28
Antony Somolli,1,0,0.07566321168540253,20.0,20
Kyril Hanover,1,0,0.07488574033592629,52.0,52
Wikvinn* (SE),1,0,0.0757086938344859,37.0,37
Face of Speed,1,0,0.0747517468318176,85.0,85
Cigar Bar,1,0,0.07576177319647334,9.0,9
Saras Tofte,1,0,0.07608652556949742,34.0,34
Keaton Zet,1,0,0.07430378622462246,165.0,165
Dulal* (IT),1,1,0.0762058385741096,3.0,3
Caramba Kosmos,1,0,0.07608126370871406,29.0,29
Singalo,1,0,0.07604071870361237,15.0,15
Blue Porsche,1,0,0.07593338807631514,8.0,8
Ladakh Jiel,1,0,0.07593477899648056,10.0,10
Prince d'Espace,1,0,0.07606192092728531,17.0,17
Baccarat du Pont* (FR),1,0,0.07606874105920024,1.0,1
Nem* (FR),1,0,0.07607010044961635,11.0,11
Håkon Jo * (NO),1,0,0.07607654087462512,18.0,18
Engli Svarten,1,0,0.07608011890413212,191.0,191
Remelden,1,0,0.07588910287962919,13.0,13
Beardmore,1,0,0.07603769354424197,21.0,21
Pascia' Lest,1,0,0.0760653125698448,1.0,1
Jet Fortuna,1,0,0.07606638405519889,16.0,16
Carpe Diem,1,0,0.0760674314782741,16.0,16
Nobody du Chene,1,0,0.0760684548109606,3.0,3
Akim du Cap Vert,1,0,0.07611332337577295,53.0,53
Reinsman Hanover,1,0,0.07611784532158214,7.0,7
Power Jet,1,0,0.07611193938331683,40.0,40
Cumulus,1,0,0.07620336993803674,10.0,10
Hallsta Lotus* (SE),1,0,0.07603921788930902,27.0,27
Light Kronos,1,0,0.07603614569603465,23.0,23
Royal Boshoeve,1,0,0.07455191073938279,4.0,4
Carmody Lobell,1,0,0.07606597932747877,75.0,75
Odins Kjempe,1,0,0.0745785691479522,1.0,1
Golden Shogun,1,0,0.07457612885979502,50.0,50
Elkhorn Creek,1,0,0.0759395186097386,56.0,56
Supergill* (US),1,0,0.07457118242340074,30.0,30
Orgoglio,1,0,0.07598888702381588,121.0,121
Red Xing* (US),1,0,0.07442384671218773,194.0,194
Tag Wood,1,0,0.07608019483767098,7.0,7
C.R.Excalibur,1,0,0.07608912304400202,22.0,22
Krusse,1,0,0.07606760884115112,8.0,8
Jennyn Mörkö,1,0,0.07422474961282984,30.0,30
Uno di Jesolo,1,0,0.07620573069574611,51.0,51
Global Manhattan,1,0,0.07425280883673803,2.0,2
Natisk,1,0,0.07620731887059266,34.0,34
Vodka No Fruit,1,0,0.0761717147632715,13.0,13
First Wise As,1,0,0.07426692350790778,82.0,82
Åsaelden,1,0,0.07420308974028023,69.0,69
Three July,1,0,0.07598570858032014,3.0,3
Soleil du Fosse,1,0,0.07599167449518837,2.0,2
E L Titan,1,0,0.07660844421241696,5.0,5
